id,ms_subclass,ms_zoning,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,lot_config,land_slope,neighborhood,condition_1,condition_2,bldg_type,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,roof_matl,exterior_1st,exterior_2nd,mas_vnr_type,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_type_2,bsmt_unf_sf,heating,heating_qc,central_air,electrical,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bedroom_abvgr,kitchen_abvgr,kitchen_qual,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,pool_qc,fence,misc_feature,mo_sold,yr_sold,sale_type,saleprice,shifted_id,year_month,sale_timestamp,pid_5,pid_9,basement_finished_area,half_baths,full_baths,other_rooms_above_grade,exterior_developed_area,price_per_area
1179,120,RL,38.0,14963,Pave,,IR2,Lvl,AllPub,Inside,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1996,1996,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,474.0,GasA,Ex,Y,SBrkr,1288,0,0,1288,1,1,Ex,Typ,2,Gd,Attchd,1996.0,Fin,2.0,500.0,TA,TA,Y,,,,12,2008,WD ,245500,189,2008-12,1228089600000000000,1,0,786.0,1.0,2.0,2,374,190.6055900621118
1340,45,RM,50.0,5000,Pave,,Reg,Bnk,AllPub,Inside,Mod,BrkSide,Norm,Norm,1Fam,1.5Unf,6,7,1926,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,992.0,GasA,Ex,Y,SBrkr,1013,0,0,1013,3,1,TA,Typ,0,,Detchd,1926.0,Unf,1.0,160.0,Fa,TA,Y,,,,4,2008,WD ,113000,350,2008-4,1207008000000000000,0,1,0.0,0.0,1.0,2,101,111.54985192497531
436,20,RL,129.0,16870,Pave,,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,251.0,GasA,Ex,Y,SBrkr,1782,0,0,1782,3,1,Gd,Typ,2,Gd,Attchd,2004.0,Fin,3.0,932.0,TA,TA,Y,,,,4,2009,WD ,296000,92,2009-4,1238544000000000000,1,0,1531.0,0.0,3.0,3,181,166.10549943883277
1636,20,RL,86.0,14157,Pave,,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,673.0,GasA,Ex,Y,SBrkr,1922,0,0,1922,3,1,Gd,Typ,1,Gd,Attchd,2005.0,Fin,3.0,676.0,TA,TA,Y,,,,7,2007,WD ,377426,24,2007-7,1183248000000000000,1,0,1249.0,0.0,3.0,4,229,196.37148803329865
421,20,RL,96.0,12456,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NridgHt,Norm,Norm,1Fam,1Story,10,5,2006,2007,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,528.0,GasA,Ex,Y,SBrkr,1718,0,0,1718,3,1,Ex,Typ,1,Gd,Attchd,2008.0,Fin,3.0,786.0,TA,TA,Y,,,,7,2009,WD ,337500,77,2009-7,1246406400000000000,1,0,1172.0,0.0,3.0,3,264,196.44935972060534
457,20,RL,100.0,14836,Pave,,IR1,HLS,AllPub,Inside,Mod,NridgHt,Norm,Norm,1Fam,1Story,10,5,2004,2005,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,346.0,GasA,Ex,Y,SBrkr,2492,0,0,2492,2,1,Ex,Typ,1,Ex,Attchd,2004.0,Fin,3.0,949.0,TA,TA,Y,,,,2,2009,WD ,552000,113,2009-2,1233446400000000000,1,0,2146.0,1.0,3.0,5,461,221.50882825040128
2834,50,RL,56.0,6956,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,4,7,1948,1950,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,Fa,TA,Mn,Unf,Unf,624.0,GasA,Ex,Y,SBrkr,624,312,0,936,3,1,TA,Typ,0,,Attchd,1948.0,Unf,1.0,265.0,TA,Po,Y,,,,4,2006,WD ,97900,528,2006-4,1143849600000000000,0,1,0.0,0.0,1.0,1,0,104.59401709401709
517,20,FV,75.0,7862,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,2009,2009,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1191.0,GasA,Ex,Y,SBrkr,1218,0,0,1218,2,1,Gd,Typ,0,,Attchd,2009.0,Fin,2.0,676.0,TA,TA,Y,,,,9,2009,New,208300,173,2009-9,1251763200000000000,1,0,27.0,0.0,2.0,1,102,171.01806239737274
1566,60,RL,,11050,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Mn,Unf,Unf,910.0,GasA,Ex,Y,SBrkr,910,910,0,1820,3,1,Gd,Typ,1,TA,Attchd,1996.0,Unf,3.0,816.0,TA,TA,Y,,,,9,2008,WD ,213000,576,2008-9,1220227200000000000,0,1,0.0,1.0,2.0,4,350,117.03296703296704
1439,60,RL,57.0,8924,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1999,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,880.0,GasA,Ex,Y,SBrkr,880,844,0,1724,3,1,Gd,Typ,0,,Attchd,1998.0,Fin,2.0,527.0,TA,TA,Y,,,,7,2008,WD ,188000,449,2008-7,1214870400000000000,0,1,0.0,1.0,2.0,4,275,109.04872389791183
2577,20,RL,,9610,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,1958,1958,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,918.0,GasA,Ex,Y,FuseA,1336,0,0,1336,3,1,TA,Typ,1,TA,Attchd,1958.0,RFn,2.0,488.0,TA,TA,Y,,,,12,2006,WD ,162000,271,2006-12,1164931200000000000,1,0,203.0,1.0,1.0,3,80,121.25748502994011
2241,50,RM,75.0,13710,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,1950,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,490.0,GasA,TA,Y,FuseA,910,648,0,1558,4,1,TA,Typ,0,,Attchd,1950.0,Unf,1.0,282.0,TA,TA,Y,,MnPrv,,6,2007,WD ,152000,629,2007-6,1180656000000000000,0,1,420.0,1.0,1.0,1,289,97.5609756097561
71,60,FV,100.0,12552,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,769.0,GasA,Ex,Y,SBrkr,991,956,0,1947,3,1,Gd,Typ,1,Gd,Attchd,2004.0,RFn,2.0,678.0,TA,TA,Y,,GdWo,,5,2010,WD ,254900,70,2010-5,1272672000000000000,1,0,222.0,1.0,2.0,4,136,130.91936312275294
1143,60,RL,43.0,14565,Pave,,IR2,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1994,1995,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,295.0,GasA,Ex,Y,SBrkr,832,825,0,1657,3,1,Gd,Typ,0,,Attchd,1994.0,RFn,2.0,483.0,TA,TA,Y,,,Shed,11,2008,WD ,189000,153,2008-11,1225497600000000000,1,0,537.0,1.0,2.0,2,218,114.06155703077852
1021,20,RL,56.0,18559,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,1978,1978,Hip,CompShg,Plywood,Plywood,BrkFace,Gd,Gd,CBlock,Gd,TA,No,GLQ,Rec,656.0,GasA,TA,Y,SBrkr,2064,0,0,2064,3,1,Gd,Typ,2,Fa,Attchd,1978.0,Fin,2.0,550.0,TA,TA,Y,,,,8,2008,WD ,235000,31,2008-8,1217548800000000000,1,0,1392.0,0.0,3.0,3,200,113.85658914728683
1416,190,RL,68.0,10880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1Story,5,5,1950,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,124.0,GasW,TA,N,SBrkr,1164,0,0,1164,3,1,TA,Typ,0,,Detchd,1950.0,Unf,1.0,240.0,TA,TA,Y,,,,8,2008,ConLD,125000,426,2008-8,1217548800000000000,0,1,1040.0,0.0,2.0,1,48,107.38831615120274
35,120,RL,24.0,2280,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NPkVill,Norm,Norm,Twnhs,1Story,7,6,1975,1975,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,Unf,Unf,836.0,GasA,Ex,Y,SBrkr,836,0,0,836,2,1,TA,Typ,0,,Attchd,1975.0,Unf,1.0,308.0,TA,TA,Y,,,,6,2010,WD ,120000,34,2010-6,1275350400000000000,1,0,0.0,0.0,1.0,1,30,143.54066985645932
2904,20,A (agr),125.0,31250,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Artery,Norm,1Fam,1Story,1,3,1951,1951,Gable,CompShg,CBlock,VinylSd,None,TA,Fa,CBlock,,,,,,0.0,GasA,TA,Y,FuseA,1600,0,0,1600,3,1,TA,Mod,0,,Attchd,1951.0,Unf,1.0,270.0,Fa,TA,N,,,,5,2006,WD ,81500,598,2006-5,1146441600000000000,0,1,0.0,1.0,1.0,2,135,50.9375
2174,90,RL,81.0,11841,Grvl,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,SFoyer,6,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,Gd,CBlock,Gd,TA,Av,GLQ,Unf,0.0,GasA,TA,Y,SBrkr,816,0,0,816,3,1,TA,Typ,0,,,,,0.0,0.0,,,Y,,,,5,2007,WD ,118500,562,2007-5,1177977600000000000,0,1,816.0,0.0,2.0,1,32,145.22058823529412
522,20,FV,85.0,9187,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,9,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Mn,GLQ,Unf,645.0,GasA,Ex,Y,SBrkr,1766,0,0,1766,2,1,Ex,Typ,1,Gd,Attchd,2009.0,Fin,3.0,478.0,TA,TA,Y,,,,10,2009,New,370878,178,2009-10,1254355200000000000,1,0,1121.0,1.0,3.0,4,325,210.0101925254813
2211,90,RH,82.0,6270,Pave,,Reg,HLS,AllPub,Inside,Gtl,Crawfor,Norm,Norm,Duplex,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,717.0,GasA,TA,N,FuseA,1001,1001,0,2002,4,2,TA,Typ,0,,2Types,1949.0,Unf,3.0,871.0,TA,TA,Y,,,,8,2007,WD ,145000,599,2007-8,1185926400000000000,0,1,284.0,0.0,2.0,2,0,72.42757242757243
1539,50,RL,,15660,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,7,9,1939,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,Gd,CBlock,TA,TA,No,BLQ,Unf,457.0,GasA,Ex,Y,SBrkr,1137,817,0,1954,3,1,Gd,Typ,2,TA,Attchd,1939.0,Unf,2.0,431.0,TA,TA,Y,,,,5,2008,WD ,311500,549,2008-5,1209600000000000000,0,1,341.0,2.0,1.0,4,269,159.41658137154556
2420,120,RL,43.0,3087,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,767.0,GasA,Ex,Y,SBrkr,1364,0,0,1364,2,1,Gd,Typ,1,Gd,Attchd,2006.0,Fin,2.0,437.0,TA,TA,Y,,,,11,2006,New,210250,114,2006-11,1162339200000000000,1,0,453.0,0.0,3.0,3,116,154.14222873900295
2779,60,RL,95.0,13450,Pave,,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,216.0,GasA,Ex,Y,SBrkr,920,941,0,1861,3,1,Gd,Typ,0,,BuiltIn,2002.0,RFn,2.0,492.0,TA,TA,Y,,,,6,2006,WD ,200000,473,2006-6,1149120000000000000,0,1,700.0,1.0,3.0,4,237,107.46910263299301
953,90,RL,75.0,10125,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,1.5Fin,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,,,,,,0.0,GasA,TA,Y,SBrkr,1302,432,0,1734,4,2,Gd,Typ,0,,Attchd,1977.0,Unf,2.0,539.0,TA,TA,Y,,,,8,2009,COD,126000,609,2009-8,1249084800000000000,0,1,0.0,0.0,2.0,2,0,72.66435986159169
658,70,RL,80.0,8146,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,8,1900,2003,Gable,CompShg,MetalSd,MetalSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,405.0,GasA,Gd,Y,SBrkr,717,322,0,1039,2,1,TA,Typ,0,,Detchd,1940.0,Unf,1.0,281.0,TA,TA,N,,,,5,2009,WD ,114000,314,2009-5,1241136000000000000,1,0,0.0,0.0,1.0,3,279,109.720885466795
714,70,RM,60.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,4,1910,1950,Gable,CompShg,VinylSd,VinylSd,None,Gd,Gd,BrkTil,Fa,TA,No,Unf,Unf,677.0,GasA,TA,Y,SBrkr,833,677,0,1510,3,1,Gd,Typ,0,,Detchd,1974.0,Unf,2.0,720.0,TA,TA,N,,,,6,2009,WD ,87500,370,2009-6,1243814400000000000,0,1,0.0,0.0,2.0,3,160,57.94701986754967
1637,60,RL,98.0,12328,Pave,,IR1,Lvl,AllPub,Inside,Gtl,StoneBr,Norm,Norm,1Fam,2Story,8,5,2005,2005,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Mn,GLQ,Unf,163.0,GasA,Ex,Y,SBrkr,1164,1377,0,2541,4,1,Ex,Typ,1,Gd,BuiltIn,2005.0,Fin,3.0,729.0,TA,TA,Y,,,,7,2007,WD ,349265,25,2007-7,1183248000000000000,1,0,986.0,1.0,4.0,5,152,137.45179063360882
538,20,RL,76.0,10141,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,8,5,2004,2004,Gable,Tar&Grv,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Gd,BLQ,Rec,222.0,GasA,Ex,Y,SBrkr,1512,0,0,1512,3,1,Gd,Typ,0,,Attchd,2004.0,RFn,3.0,845.0,TA,TA,Y,,,,1,2009,WD ,203000,194,2009-1,1230768000000000000,1,0,1290.0,0.0,2.0,2,246,134.25925925925927
546,20,RL,65.0,8529,Pave,,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,1434.0,GasA,Ex,Y,SBrkr,1434,0,0,1434,3,1,Gd,Typ,1,TA,Attchd,2001.0,RFn,2.0,527.0,TA,TA,Y,,,,4,2009,WD ,189000,202,2009-4,1238544000000000000,1,0,20.0,0.0,2.0,2,329,131.79916317991632
533,60,FV,65.0,8127,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,402.0,GasA,Ex,Y,SBrkr,812,841,0,1653,3,1,Gd,Typ,0,,Attchd,2003.0,RFn,2.0,628.0,TA,TA,Y,,,,3,2009,WD ,209000,189,2009-3,1235865600000000000,1,0,410.0,1.0,3.0,2,45,126.4367816091954
718,70,RM,70.0,8400,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,2Story,6,7,1900,1950,Gable,CompShg,Stucco,BrkFace,None,TA,TA,BrkTil,Fa,Gd,Mn,Unf,Unf,917.0,GasA,Gd,Y,FuseA,1090,917,0,2007,3,1,Ex,Typ,0,,Detchd,1930.0,Unf,1.0,357.0,TA,TA,Y,,,,6,2009,WD ,160000,374,2009-6,1243814400000000000,0,1,0.0,0.0,2.0,4,235,79.72097658196313
1830,20,RL,44.0,10751,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,CBlock,Fa,TA,Gd,ALQ,Unf,250.0,GasA,TA,Y,SBrkr,1037,0,0,1037,2,1,TA,Typ,0,,Attchd,1974.0,RFn,2.0,431.0,TA,TA,Y,,,,8,2007,WD ,129000,218,2007-8,1185926400000000000,1,0,787.0,0.0,2.0,2,183,124.39729990356798
2929,20,RL,77.0,10010,Pave,,Reg,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,5,5,1974,1975,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,Av,ALQ,LwQ,195.0,GasA,Gd,Y,SBrkr,1389,0,0,1389,2,1,TA,Typ,1,TA,Attchd,1975.0,RFn,2.0,418.0,TA,TA,Y,,,,4,2006,WD ,170000,623,2006-4,1143849600000000000,0,1,1194.0,0.0,2.0,3,278,122.39020878329734
2207,30,RL,40.0,4280,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,6,1913,2002,Gable,CompShg,WdShing,Stucco,None,TA,TA,PConc,TA,TA,No,LwQ,Unf,75.0,GasA,TA,N,SBrkr,694,0,0,694,2,1,Gd,Typ,1,Gd,Detchd,1990.0,Unf,1.0,352.0,Gd,TA,P,,MnPrv,,3,2007,WD ,90350,595,2007-3,1172707200000000000,0,1,365.0,0.0,1.0,1,34,130.18731988472624
1417,50,RL,60.0,9600,Pave,,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,6,5,1924,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,572.0,Grav,Fa,N,FuseF,572,524,0,1096,2,1,TA,Typ,0,,,,,0.0,0.0,,,N,,,,4,2008,WD ,79000,427,2008-4,1207008000000000000,0,1,0.0,0.0,1.0,2,136,72.08029197080292
2787,20,RL,70.0,9800,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,ALQ,Unf,0.0,GasA,TA,Y,SBrkr,894,0,0,894,3,1,TA,Typ,0,,Attchd,1975.0,Unf,2.0,552.0,TA,TA,Y,,GdWo,,7,2006,WD ,149900,481,2006-7,1151712000000000000,0,1,894.0,0.0,2.0,1,256,167.67337807606265
1037,20,RL,63.0,7560,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,Gd,TA,No,Rec,ALQ,132.0,GasA,TA,Y,SBrkr,864,0,0,864,3,1,TA,Typ,0,,Detchd,1977.0,Unf,2.0,576.0,TA,TA,Y,,,,5,2008,WD ,123000,47,2008-5,1209600000000000000,1,0,732.0,0.0,2.0,1,0,142.36111111111111
2659,70,RM,60.0,9600,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,4,2,1900,1950,Gable,CompShg,AsbShng,Stucco,None,TA,TA,BrkTil,TA,Fa,No,Unf,Unf,1095.0,GasW,Fa,N,SBrkr,1095,679,0,1774,4,2,TA,Min2,0,,2Types,1920.0,Unf,3.0,779.0,Fa,Fa,N,,,,5,2006,WD ,87000,353,2006-5,1146441600000000000,0,1,0.0,0.0,3.0,2,90,49.041713641488165
1567,80,RL,76.0,9880,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,574.0,GasA,TA,Y,SBrkr,1118,0,0,1118,3,1,TA,Typ,1,Po,Attchd,1977.0,Fin,1.0,358.0,TA,TA,Y,Gd,GdPrv,,7,2008,WD ,171000,577,2008-7,1214870400000000000,0,1,522.0,0.0,2.0,2,779,152.95169946332737
1225,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,752.0,GasA,TA,Y,FuseA,1032,220,0,1252,3,1,TA,Typ,0,,Attchd,1950.0,Unf,1.0,288.0,TA,TA,Y,,,,4,2008,WD ,119000,235,2008-4,1207008000000000000,1,0,280.0,0.0,1.0,2,96,95.0479233226837
685,20,RL,70.0,7931,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,BrkFace,Plywood,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,0.0,GasA,TA,Y,SBrkr,1148,0,0,1148,3,1,TA,Typ,0,,Attchd,1959.0,Unf,1.0,672.0,TA,TA,Y,,GdPrv,,7,2009,WD ,132500,341,2009-7,1246406400000000000,1,0,1148.0,0.0,2.0,2,0,115.41811846689896
1358,70,RM,,5100,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,7,1925,1996,Hip,CompShg,Stucco,Wd Shng,None,TA,Gd,PConc,TA,TA,No,Unf,Unf,588.0,GasA,Fa,Y,SBrkr,833,833,0,1666,3,1,Gd,Typ,1,Gd,Detchd,1925.0,Unf,1.0,228.0,TA,TA,Y,,MnPrv,,6,2008,WD ,161000,368,2008-6,1212278400000000000,0,1,0.0,0.0,1.0,3,255,96.63865546218487
1461,60,RL,,9720,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,CollgCr,Norm,Norm,1Fam,2Story,9,5,2001,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Mn,GLQ,Unf,163.0,GasA,Ex,Y,SBrkr,1366,581,0,1947,3,1,Gd,Typ,1,TA,BuiltIn,2001.0,Fin,3.0,725.0,TA,TA,Y,,,,1,2008,WD ,274000,471,2008-1,1199145600000000000,0,1,1194.0,1.0,3.0,3,284,140.72932717000515
221,20,RL,70.0,8521,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1967,1967,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,70.0,GasA,TA,Y,SBrkr,912,0,0,912,3,1,TA,Typ,1,Fa,Detchd,1974.0,Unf,1.0,336.0,TA,TA,Y,,MnPrv,,5,2010,WD ,125000,220,2010-5,1272672000000000000,0,1,842.0,0.0,1.0,1,0,137.06140350877192
2187,90,RL,52.0,8741,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,Duplex,1Story,5,6,1946,1950,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,1195.0,GasA,TA,N,SBrkr,1195,0,0,1195,4,2,TA,Typ,0,,,,,0.0,0.0,,,N,,GdWo,,7,2007,WD ,98500,575,2007-7,1183248000000000000,0,1,0.0,0.0,2.0,2,118,82.42677824267783
2504,20,RL,89.0,12461,Pave,,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8,5,1994,1995,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,168.0,GasA,Ex,Y,SBrkr,1624,0,0,1624,2,1,Gd,Typ,1,Fa,Attchd,1994.0,RFn,3.0,757.0,TA,TA,Y,,GdPrv,,7,2006,WD ,262000,198,2006-7,1151712000000000000,1,0,1456.0,0.0,3.0,2,306,161.33004926108376
855,20,RL,76.0,6950,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1979,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,ALQ,BLQ,132.0,GasA,TA,Y,SBrkr,914,0,0,914,2,1,TA,Typ,0,,Attchd,1979.0,Unf,2.0,444.0,TA,TA,Y,,,,10,2009,WD ,134900,511,2009-10,1254355200000000000,0,1,782.0,0.0,2.0,2,0,147.5929978118162
2258,20,RL,115.0,16905,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,5,6,1959,1959,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,Gd,BLQ,Unf,383.0,GasA,Gd,Y,SBrkr,1328,0,0,1328,2,1,TA,Typ,2,Gd,Attchd,1959.0,RFn,1.0,308.0,TA,TA,P,,,,7,2007,WD ,170000,646,2007-7,1183248000000000000,0,1,967.0,2.0,1.0,2,104,128.0120481927711
2205,70,RL,53.0,7155,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,6,8,1926,1991,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,686.0,GasA,TA,Y,SBrkr,686,775,0,1461,3,1,TA,Typ,1,Gd,Detchd,1926.0,Unf,1.0,225.0,TA,TA,N,,MnPrv,,7,2007,WD ,135000,593,2007-7,1183248000000000000,0,1,0.0,0.0,1.0,2,116,92.40246406570841
1158,60,RL,,9205,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,6,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,ALQ,Unf,226.0,GasA,Ex,Y,SBrkr,1364,1319,0,2683,4,1,Gd,Typ,2,Gd,Attchd,1990.0,RFn,2.0,473.0,TA,TA,Y,,,,6,2008,WD ,290000,168,2008-6,1212278400000000000,1,0,704.0,1.0,3.0,4,684,108.0879612374208
